MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,TempRange,Month,State_Australian Capital Territory,State_New South Wales,State_Queensland,State_Victoria,WindGustDir_E,WindGustDir_N,WindGustDir_NE,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SW,WindGustDir_W,WindDir9am_E,WindDir9am_N,WindDir9am_NE,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SW,WindDir9am_W,WindDir3pm_E,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SW,WindDir3pm_W
19.3,38.1,0.8,61.0,15.0,17.0,48.0,17.0,0.9964,0.99275,27.3,36.1,0,0,-36.0737734,146.9135265,18.8,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24.4,34.0,0.6,75.0,26.0,43.5,60.0,39.0,0.99215,0.98475,26.1,33.1,0,1,-36.0737734,146.9135265,9.600000000000001,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18.8,35.2,6.4,52.0,6.0,28.0,43.0,28.0,0.99472,0.99077,22.8,33.0,1,0,-36.0737734,146.9135265,16.400000000000002,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
20.8,30.6,0.0,54.0,30.0,28.0,41.0,21.0,0.99225,0.99442,23.3,29.7,0,0,-36.0737734,146.9135265,9.8,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
14.0,34.3,0.0,24.0,7.0,13.0,44.0,10.0,1.00321,1.00133,21.2,32.1,0,0,-36.0737734,146.9135265,20.299999999999997,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
15.7,38.4,0.0,33.0,7.0,7.0,48.0,12.0,1.00439,1.00133,23.4,36.5,0,0,-36.0737734,146.9135265,22.7,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
18.5,38.2,0.0,31.0,9.0,17.0,48.0,25.0,1.00449,1.00084,25.8,36.2,0,0,-36.0737734,146.9135265,19.700000000000003,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
20.4,40.7,0.0,37.0,7.0,13.0,45.0,15.0,1.00163,0.99837,28.2,39.2,0,0,-36.0737734,146.9135265,20.300000000000004,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21.8,41.5,0.0,24.0,6.0,11.0,38.0,13.0,1.00242,0.99857,29.0,40.1,0,0,-36.0737734,146.9135265,19.7,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.3,42.6,0.0,28.0,9.0,11.0,37.0,11.0,1.00133,0.99699,29.2,40.3,0,0,-36.0737734,146.9135265,20.3,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
22.0,42.6,0.0,48.0,4.0,4.0,33.0,11.0,1.00094,0.99729,29.9,40.3,0,0,-36.0737734,146.9135265,20.6,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
28.0,42.6,0.0,75.0,15.0,9.0,27.0,9.0,0.99926,0.99551,32.4,40.3,0,0,-36.0737734,146.9135265,14.600000000000001,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
24.4,38.3,0.2,56.0,19.0,7.0,32.0,21.0,0.99847,0.99423,28.8,37.1,0,0,-36.0737734,146.9135265,13.899999999999999,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
21.5,37.7,0.0,38.342441379767365,13.0,9.0,51.0,21.0,0.996,0.99255,27.2,36.2,0,0,-36.0737734,146.9135265,16.200000000000003,2,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.7,36.9,0.0,27.209344000583815,11.0,11.0,53.0,26.0,0.99561,0.99156,25.5,35.2,0,0,-36.0737734,146.9135265,15.2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
21.5,41.2,0.0,35.0,7.0,19.0,48.0,15.0,0.99275,0.98949,26.5,39.7,0,0,-36.0737734,146.9135265,19.700000000000003,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
23.5,42.2,0.0,37.0,6.0,15.0,39.0,8.0,0.99482,0.99186,28.7,40.3,0,0,-36.0737734,146.9135265,18.700000000000003,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
22.3,42.6,0.0,59.0,9.0,33.0,36.0,11.0,0.99502,0.99067,29.6,40.3,0,0,-36.0737734,146.9135265,20.3,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
28.3,40.2,0.0,52.0,9.0,22.0,20.0,19.0,0.99383,0.99334,34.5,38.5,0,0,-36.0737734,146.9135265,11.900000000000002,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18.4,31.2,0.4,37.0,7.0,11.0,66.0,31.0,0.9961,0.99462,18.7,29.4,0,0,-36.0737734,146.9135265,12.8,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
14.9,27.3,0.0,41.0,20.0,13.0,50.0,30.0,0.99837,0.99531,17.4,25.8,0,0,-36.0737734,146.9135265,12.4,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
13.5,26.7,0.0,46.0,19.0,11.0,45.0,24.0,0.99956,0.99788,16.7,24.9,0,0,-36.0737734,146.9135265,13.2,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
16.1,21.6,0.0,46.0,11.0,15.0,58.0,69.0,1.0037,1.004,17.0,17.3,0,1,-36.0737734,146.9135265,5.5,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14.6,29.0,3.0,41.0,26.0,24.0,41.0,21.0,1.00992,1.00637,18.0,27.6,1,0,-36.0737734,146.9135265,14.4,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
12.4,29.2,0.0,39.0,7.0,0.0,37.0,18.0,1.00913,1.00311,18.3,28.5,0,0,-36.0737734,146.9135265,16.799999999999997,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
13.3,31.3,0.0,41.0,7.0,15.0,50.0,23.0,1.00291,0.99956,19.2,29.2,0,0,-36.0737734,146.9135265,18.0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
17.2,31.1,0.0,35.0,17.0,11.0,43.0,22.0,1.00439,1.00054,21.4,29.5,0,0,-36.0737734,146.9135265,13.900000000000002,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
12.5,28.8,0.0,31.0,7.0,11.0,46.0,17.0,1.0039,1.00025,18.0,27.0,0,0,-36.0737734,146.9135265,16.3,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
18.0,32.0,0.0,31.0,4.0,13.0,44.0,22.0,0.99916,0.99433,22.1,30.7,0,0,-36.0737734,146.9135265,14.0,2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16.2,34.0,0.0,48.0,4.0,22.0,53.0,16.0,0.99462,0.99136,21.0,32.7,0,0,-36.0737734,146.9135265,17.8,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
18.7,29.1,0.0,41.0,7.0,17.0,45.0,39.0,0.99689,0.99758,21.5,26.8,0,0,-36.0737734,146.9135265,10.400000000000002,2,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13.7,31.7,0.0,28.0,2.0,9.0,63.0,19.0,0.99926,0.99719,19.3,29.8,0,0,-36.0737734,146.9135265,18.0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
15.5,33.2,0.0,31.0,11.0,15.0,49.0,23.0,1.00232,0.99916,20.9,31.3,0,0,-36.0737734,146.9135265,17.700000000000003,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
14.3,34.0,0.0,70.0,6.0,22.0,48.0,10.0,0.99975,0.996,20.7,33.4,0,0,-36.0737734,146.9135265,19.7,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12.9,29.6,0.0,46.0,7.0,24.0,54.0,14.0,1.00074,0.99946,18.7,28.6,0,0,-36.0737734,146.9135265,16.700000000000003,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8.9,31.9,0.0,43.0,0.0,17.0,49.0,16.0,1.00331,1.00015,15.0,29.3,0,0,-36.0737734,146.9135265,23.0,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.0,32.7,0.0,26.0,15.0,2.0,43.0,19.0,1.00449,1.00173,20.7,30.5,0,0,-36.0737734,146.9135265,17.700000000000003,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
15.4,32.6,0.0,24.0,0.0,6.0,53.0,25.0,1.00291,0.99936,20.0,30.8,0,0,-36.0737734,146.9135265,17.200000000000003,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
16.0,34.5,0.0,44.0,6.0,25.379149730619716,44.0,14.0,0.99433,0.99146,22.2,33.6,0,0,-36.0737734,146.9135265,18.5,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12.8,30.3,0.0,30.0,4.0,13.0,53.0,27.0,0.99729,0.99551,17.3,28.1,0,0,-36.0737734,146.9135265,17.5,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
13.2,31.9,0.0,35.0,6.0,9.0,53.0,25.0,1.00084,0.99837,18.0,29.8,0,0,-36.0737734,146.9135265,18.7,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
18.0,31.1,0.0,52.0,15.0,26.0,58.0,35.0,1.00143,0.99581,23.0,29.2,0,0,-36.0737734,146.9135265,13.100000000000001,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
13.8,22.1,0.2,57.0,26.0,33.0,57.0,26.0,1.00123,0.99985,15.6,21.9,0,0,-36.0737734,146.9135265,8.3,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11.5,22.0,0.0,50.0,19.0,33.0,60.0,33.0,1.00044,0.99857,13.9,21.4,0,0,-36.0737734,146.9135265,10.5,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
7.6,24.0,0.0,30.0,0.0,13.0,52.0,23.0,1.00123,0.99877,12.6,22.0,0,0,-36.0737734,146.9135265,16.4,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
8.3,27.9,0.0,37.0,4.0,20.0,58.0,22.0,1.00192,0.99916,13.3,27.0,0,0,-36.0737734,146.9135265,19.599999999999998,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
11.0,30.2,0.0,24.0,7.0,11.0,54.0,20.0,1.0037,1.00143,17.6,28.8,0,0,-36.0737734,146.9135265,19.2,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13.8,31.8,0.0,24.0,6.0,17.0,49.0,28.0,1.00637,1.00262,18.6,30.5,0,0,-36.0737734,146.9135265,18.0,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15.5,32.0,0.0,50.0,2.0,4.0,51.0,25.0,1.00617,1.00291,20.1,30.8,0,1,-36.0737734,146.9135265,16.5,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
18.4,30.5,1.2,44.0,15.0,19.0,57.0,23.0,1.00794,1.00469,21.5,29.6,1,0,-36.0737734,146.9135265,12.100000000000001,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20.9,25.7,0.0,37.0,11.0,9.0,52.0,90.0,1.00617,1.00558,22.2,18.8,0,1,-36.0737734,146.9135265,4.800000000000001,3,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17.1,25.8,5.8,31.0,0.0,13.0,82.0,68.0,1.0041,1.00143,19.0,23.8,1,1,-36.0737734,146.9135265,8.7,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
16.4,27.0,3.0,69.0,9.0,22.0,82.0,74.0,0.99946,0.99482,19.9,19.7,1,1,-36.0737734,146.9135265,10.600000000000001,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10.0,19.7,11.6,39.0,11.0,17.0,62.0,41.0,1.00015,0.99877,12.7,18.3,1,0,-36.0737734,146.9135265,9.7,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8.8,21.9,0.0,39.0,2.0,20.0,78.0,34.0,1.00005,0.99837,12.2,20.5,0,0,-36.0737734,146.9135265,13.099999999999998,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8.4,25.3,0.0,35.0,9.0,17.0,78.0,34.0,1.00232,0.99995,12.1,23.9,0,0,-36.0737734,146.9135265,16.9,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9.3,28.0,0.0,52.0,6.0,11.0,76.0,19.0,1.0041,1.00064,14.7,27.2,0,0,-36.0737734,146.9135265,18.7,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11.3,30.1,0.0,24.0,6.0,7.0,56.0,15.0,1.00301,1.00035,14.7,29.3,0,0,-36.0737734,146.9135265,18.8,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
11.5,33.5,0.0,22.0,7.0,7.0,50.0,13.0,1.00321,1.00035,17.4,32.6,0,0,-36.0737734,146.9135265,22.0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
13.8,33.6,0.0,28.0,0.0,11.0,47.0,17.0,1.0037,0.99985,18.8,33.5,0,0,-36.0737734,146.9135265,19.8,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14.6,30.0,0.0,37.0,4.0,19.0,56.0,30.0,1.00153,0.99946,18.1,29.0,0,0,-36.0737734,146.9135265,15.4,3,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14.4,31.6,0.0,37.0,0.0,24.0,63.0,25.0,1.00044,0.99857,18.8,31.4,0,0,-36.0737734,146.9135265,17.200000000000003,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10.8,31.9,0.0,48.0,6.0,20.0,62.0,20.0,1.00321,1.00113,15.4,30.7,0,0,-36.0737734,146.9135265,21.099999999999998,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
15.4,22.3,0.4,30.0,11.0,9.0,69.0,78.0,1.0041,1.00587,18.3,19.6,0,1,-36.0737734,146.9135265,6.9,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
13.3,29.8,1.8,33.0,0.0,20.0,87.0,26.0,1.00577,1.0039,16.2,29.2,1,0,-36.0737734,146.9135265,16.5,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10.1,27.6,0.0,43.0,0.0,11.0,63.0,30.0,1.00962,1.00735,16.5,26.8,0,0,-36.0737734,146.9135265,17.5,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
9.1,28.9,0.0,24.0,2.0,17.0,60.0,26.0,1.01041,1.00725,14.0,27.7,0,0,-36.0737734,146.9135265,19.799999999999997,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10.4,31.2,0.0,22.0,0.0,6.0,60.0,18.0,1.00903,1.00577,16.0,29.9,0,0,-36.0737734,146.9135265,20.799999999999997,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13.4,30.4,0.0,22.0,0.0,9.0,57.0,16.0,1.00962,1.00617,17.2,29.2,0,0,-36.0737734,146.9135265,17.0,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
12.3,29.9,0.0,26.0,2.0,13.0,61.0,25.0,1.00982,1.00617,17.1,28.6,0,0,-36.0737734,146.9135265,17.599999999999998,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
12.2,30.6,0.0,22.0,0.0,6.0,59.0,22.0,1.00923,1.00607,16.6,29.5,0,0,-36.0737734,146.9135265,18.400000000000002,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
14.3,32.1,0.0,28.0,0.0,11.0,59.0,30.0,1.00923,1.00508,18.4,30.9,0,1,-36.0737734,146.9135265,17.8,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
18.4,28.1,8.6,75.0,7.0,17.0,92.0,49.0,1.00548,0.99965,19.0,27.4,1,1,-36.0737734,146.9135265,9.700000000000003,4,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10.7,21.4,12.6,43.0,0.0,13.0,60.0,33.0,1.00646,1.00597,13.9,20.3,1,0,-36.0737734,146.9135265,10.7,4,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7.8,21.7,0.0,31.0,6.0,19.0,72.0,37.0,1.00706,1.00321,12.9,21.2,0,0,-36.0737734,146.9135265,13.899999999999999,4,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8.1,21.4,0.0,35.0,13.0,19.0,58.0,20.0,1.00844,1.00627,13.8,20.9,0,0,-36.0737734,146.9135265,13.299999999999999,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7.5,22.5,0.0,28.0,7.0,7.0,55.0,27.0,1.01327,1.01012,13.3,21.6,0,0,-36.0737734,146.9135265,15.0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
8.2,24.0,0.0,17.0,7.0,13.0,60.0,30.0,1.01367,1.01002,13.8,23.5,0,0,-36.0737734,146.9135265,15.8,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
8.1,25.7,0.0,22.0,9.0,13.0,67.0,27.0,1.01081,1.00627,15.1,25.0,0,0,-36.0737734,146.9135265,17.6,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
11.6,26.7,0.0,48.0,6.0,11.0,59.0,42.0,1.00814,1.00439,16.4,24.3,0,1,-36.0737734,146.9135265,15.1,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
